국가,대학명,지원가능 전공(SKKU),해외대학 수학 전공,최소 GPA,완료 학기 수,최소 학점,최대 학점,위치(도심 거리),수업 언어,어학 요건,특징,출처 요약,참고 링크,문의 이메일
TURKEY,Istanbul Technical University,모든 전공,교환학생 수용하는 모든 학과,3.00/4.00,2학기 이상,10 ECTS,제한 없음,준도시 — 이스탄불 도심까지 지하철 약 30분,"터키어, 영어",SKKU 어학확인서 인정,보스포루스 해협 접한 도시 전망과 역사 유적 공존 · 유럽-아시아 문화 융합한 미식·야시장 체험 · 공학 특화 연구 시설·실험 장비 우수,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://global.itu.edu.tr/students/international-programs/global-exchange-students,globalexchange@itu.edu.tr
TURKEY,Bogazici University,모든 전공,교환학생 수용하는 모든 학과 개방,명시 없음,4학기 이상,"17~21 Bogazici credits (약 20~30 ECTS, 4~6과목)",명시 없음 (통상 4~6과목),준도시 — 이스탄불 도심까지 버스 약 30분,영어,TOEFL iBT 79점 이상 (TWE 24) 또는 홈교 B2 확인서 (IELTS 인정),보스포루스 해협 조망 캠퍼스 뷰 · 유럽-아시아 문화 교차 도시 생활 · 이스탄불 역사 유적지 접근성 우수,GPA:웹 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://intl.bogazici.edu.tr,exchange-incoming@bogazici.edu.tr
UNITED KINGDOM,SOAS University of London,모든 전공,교환학생 수용하는 모든 학과,3.3/4.0 (학업동기 우수 시 3.0/4.0),2학기 이상,45 UK credits,60 UK credits,도시 — 런던 도심에 위치,영어,IELTS 6.0점 이상 (Academic/UKVI/Online) 또는 TOEFL iBT 95점 이상,기숙사 신청 가능(풀년·학기별 옵션) · 아시아·아프리카 연구 특화 세계적 명성 · 런던 중심가 문화·예술 자원 접근성 · 다양한 국제 학생 커뮤니티 형성,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.soas.ac.uk/study/study-abroad-and-exchange/inbound-students-study-abroad,studyabroad@soas.ac.uk
UNITED KINGDOM,University of Leicester,모든 전공,교환학생 수용하는 모든 학과,3.0/4.0,2학기 이상,45 UK credits,60 UK credits,도시 — 레스터 도심에 위치,영어,IELTS 6.5점 이상 (일부 과목 6.0),기숙사 제공·신청 절차 안내 · 영국 중부의 역사적 유적과 현대적 도시 문화 공존 · 유럽 내 주요 도시 접근성 좋은 교통 허브,GPA:웹 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://le.ac.uk/cite/study-abroad-unit/incoming,studyabroad@le.ac.uk
UNITED KINGDOM,University of Sheffield,모든 전공,교환학생 수용하는 모든 학과,50/100 (UK 2:2),2학기 이상,40 UK credits,60 UK credits (30 ECTS),도시 — 셰필드 도심에 위치,영어,IELTS 6.5점 이상 또는 TOEFL iBT 88점 이상,러셀 그룹 소속 연구 중심 명문대 · 영국 내 저렴한 물가와 활기찬 도시 생활 · 피크 디스트릭트 국립공원 접근성 좋은 자연 경관,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://sheffield.ac.uk/globalopps,globalopps@sheffield.ac.uk
UNITED KINGDOM,University of Reading,모든 전공,교환학생 수용하는 모든 학과,3.0/4.0,2학기 이상,20 ECTS,30 ECTS,준도시 — 소도시 레딩 시내 (런던에서 기차 약 25분),영어,IELTS 6.5점 이상 또는 TOEFL iBT 88점 이상 또는 CPE C 이상 또는 TEEP 6.5점 이상,교내 기숙사 제공 · 런던 접근성 좋은 소도시 생활 · 영국 전통 건축물과 현대적 캠퍼스 조화 · 테임즈강 근처 자연 경관 활용 가능,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://studyabroad.reading.ac.uk/incoming/,studyabroad@reading.ac.uk
UNITED KINGDOM,University of Exeter,모든 전공,"대부분 학부 개방(의·약·법 제외), Sport Sciences(St Lukes), Earth and Environmental Sciences 등(Penryn)",2.8/4.0,4학기 이상 (2년),확인필요,45 Exeter credits (22.5 ECTS),준도시 — 소도시 엑서터 시내 (런던에서 기차 약 2시간 10분),영어,IELTS 6.5점 이상 또는 TOEFL iBT 90점 이상,기숙사 보장·조기신청 필요 · 러셀 그룹 소속 명문 대학 명성 · 바다와 가까운 휴양 도시 분위기 · 유럽 배낭여행 거점 접근성 우수,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.exeter.ac.uk/study/studyabroadprogrammes/,inbound@exeter.ac.uk
UNITED KINGDOM,University of Essex,모든 전공,교환학생 수용하는 모든 학과,제한 없음/명시 없음,명시 없음,60 Essex credits (30 ECTS),60 Essex credits (30 ECTS),준도시 — 소도시 콜체스터 시내 (런던에서 기차 약 50분),영어,"IELTS 6.0점 이상 (전 밴드 5.5, 학부) 또는 TOEFL iBT 88점 이상",기숙사 계약 시 전체 학년 기간 의무 · 런던 접근성 좋은 영국 역사 도시 · 기숙사 1인실 위주 쾌적한 환경 · 유럽 배낭여행 거점 도시,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.essex.ac.uk/study-abroad/incoming-students/exchange-programme,incomingexchange@essex.ac.uk
UNITED KINGDOM,University of Bradford,모든 전공,교환학생 수용하는 모든 학과,2.5/4.0,2학기 이상,20 ECTS,60 ECTS,도시 — 브래드퍼드 도심에 위치,영어,IELTS 6.0점 이상 또는 TOEFL iBT 80점 이상 또는 Duolingo 110점 이상 또는 PTE Academic 62점 이상,영국 내 저렴한 물가로 생활비 절약 가능 · 유럽 주요 도시 접근성 좋은 교통 허브 · 다양한 문화 체험 가능한 다문화 도시,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.bradford.ac.uk/study/abroad/,studyabroad@bradford.ac.uk
UNITED KINGDOM,University of Bristol,모든 전공,교환학생 수용하는 모든 학과(협정교 교환프로그램 홈페이지 또는 Fact Sheet 참고),"3.0/4.0 (또는 3.5/5.0, 80/100)",2학기 이상 (1년),60 Bristol credits (30 ECTS),60 Bristol credits (30 ECTS),준도시 — 브리스틀 도심까지 버스 약 15분,영어,IELTS Academic 6.5점 이상 또는 TOEFL iBT 88점 이상,영국 남서부의 문화·예술 중심지 · 강변 산책로와 공원 자연경관 우수 · 브리스틀 항구의 독특한 스트리트 아트,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.bristol.ac.uk/centre-for-study-abroad/inbound/study-abroad-programmes-at-bristol/study-abroad-general-pathway/,cfsa-inbound@bristol.ac.uk
UNITED KINGDOM,York St John University,모든 전공,교환학생 수용하는 모든 학과,2.6/4.0,명시 없음 (권장 1학기),30 ECTS,30 ECTS,준도시 — 소도시 요크 시내 (리즈에서 기차 약 120분),영어,IELTS 6.0점 이상 또는 Duolingo 105점 이상 또는 PTE 59점 이상 또는 TOEFL iBT 75점 이상,고즈넉한 유럽 대학도시 낭만 · 미식과 카페 문화로 유명한 도시 · 유럽 한복판이라 주말 배낭여행 거점으로 최적,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.yorksj.ac.uk/international/study-abroad-and-exchange/study-abroad-at-york-st-john,studyabroad@yorksj.ac.uk
UNITED KINGDOM,University of Leeds,모든 전공,교환학생 수용하는 모든 학과,3.0/4.0,2학기 이상,25 UK credits,30 UK credits,도시 — 리즈 도심에 위치,영어,IELTS 6.0점 이상 또는 TOEFL iBT 80점 이상 (0-120) 또는 TOEFL iBT 4점 이상 (1-6),교환학생 기숙사 보장 · 영국 북부의 활기찬 문화·예술 도시 분위기 · 유럽 배낭여행 거점으로 교통 편리,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.leeds.ac.uk/international-exchange-and-study-abroad,studyabroad@leeds.ac.uk
UNITED KINGDOM,University of the West of England(UWE Bristol),경영대학/예술대학,교환학생 수용하는 모든 학과,담당자 이메일 문의,제한 없음,명시 없음 (권장 15 ECTS 이상),30 ECTS,준도시 — 브리스틀 도심까지 버스 약 20분,영어,공인성적 불요 (수강 가능 수준),브리스틀 강변 산책로와 공원 자연경관 · 창의적인 예술·문화 행사 활발한 도시 · 영국 남서부 교통 허브로 유럽 여행 편리,GPA:이메일문의 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.uwe.ac.uk/study/international-study-exchange/apply-for-an-exchange,studyabroad@uwe.ac.uk
UNITED KINGDOM,Durham University,모든 전공,교환학생 수용하는 모든 학과 개방,3.0/4.0,2학기 이상,120 Durham credits (연간),120 Durham credits (연간),준도시 — 소도시 더럼 시내 (뉴캐슬어폰타인 기차 약 30분),영어,IELTS 6.5점 이상 또는 TOEFL iBT 92점 이상,교환학생 기숙사 보장 · 중세 성당·성곽이 어우러진 고풍스러운 도시 풍경 · 뉴캐슬·에든버러 등 근교 도시 접근성 우수 · 영국 전통 칼리지 시스템 체험 가능,GPA:시트 · 어학:웹 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.durham.ac.uk/global-durham/global-opportunities/incoming-opportunities/non-european-incoming-exchange/,incoming.exchange@durham.ac.uk
UNITED KINGDOM,University of Central Lancashire,모든 전공,대부분 학부 개방(의·치·간호·수의 등 제외),담당자 이메일 문의,과목 수준별 상이,60 UK credits (연간 120),60 UK credits (연간 120),준도시 — 소도시 프레스턴 시내 (맨체스터에서 기차 약 45분),영어,IELTS 6.0점 이상 또는 TOEFL iBT 80점 이상,교내 기숙사 옵션 제공 · 맨체스터 접근성 좋은 소도시 생활 · 영국 내 저렴한 물가·생활비 · 유럽 배낭여행 거점 도시,GPA:이메일문의 · 어학:시트 · 수업언어:확인필요 · 전공:웹 · 위치:AI추정,https://www.lancashire.ac.uk/study/global-opportunities/international-exchange-students,globalopportunities@lancashire.ac.uk
UNITED KINGDOM,Birmingham City University,모든 전공,"모든 학과 개방(Art, Design, Business, Computing, Engineering, Health, Education, Life Sciences, Music, Acting, Fine Art, Jewellery 등)",담당자 이메일 문의,제한 없음,60 BCU credits (30 ECTS),60 BCU credits (30 ECTS),도시 — 버밍엄 도심에 위치,영어,IELTS 6.0점 이상 (전 밴드 5.5 이상),영국 제2의 도시 버밍엄의 활기찬 도시 생활 · 현대적 디자인·미디어 시설로 창의적 학습 환경,GPA:이메일문의 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.bcu.ac.uk/international/go-abroad-at-bcu,goabroad@bcu.ac.uk
UNITED KINGDOM,University of Southampton,모든 전공,모든 학과 개방,3.0/4.0,2학기 이상,30 ECTS,30 ECTS,도시 — 사우샘프턴 도심에 위치,영어,IELTS 6.5점 이상,남해안 항구 도시 휴양지 분위기 · 영국 남부 교통 허브 유럽 여행 편리 · 해양공학·로봇공학 연구 강점,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://sway.cloud.microsoft/crKH1ECjA0trPUqY,studyabroad@soton.ac.uk
UNITED STATES,"University at Albany, State University of New York(SUNY)",모든 전공,교환학생 수용하는 모든 학과 개방,확인필요,제한 없음,확인필요,확인필요,도시 — 올버니 도심에 위치,영어,TOEFL iBT 79점 이상 또는 IELTS 6.5점 이상 또는 PTE 53점 이상,뉴욕주 주도 올버니 역사·문화 자원 접근성 · 뉴욕시·캐나다 국경 근접 주말 여행 적합 · 미국 공립대 중 합리적 학비와 생활비,GPA:확인필요 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,,
UNITED STATES,Hawaii Pacific University,모든 전공,교환학생 수용하는 모든 학과 개방(4000/7000급·Honors·8주 과정 제외),2.75/4.0,1학기 이상,12 US credits,17 US credits,도시 — 호놀룰루 도심에 위치,영어,TOEFL iBT 70점 이상 또는 IELTS 6.0점 이상 또는 Duolingo 105점 이상 또는 PTE 48점 이상,호놀룰루 해변과 야시장 접근성 우수 · 다국적 학생 구성으로 글로벌 교류 활발,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:웹 · 위치:AI추정,https://www.hpu.edu/study-abroad/incoming-exchange.html,incomingexchange@hpu.edu
UNITED STATES,Clarkson University,모든 전공,교환학생 수용하는 모든 학과,2.5/4.0,3~4학기 이상,12 US credits (약 4과목),18 US credits (약 6과목),"준도시 — 소도시·마을(포츠담) 소재, 시러큐스에서 버스 약 5시간",영어,TOEFL iBT 80점 이상 또는 IELTS 6.5점 이상 (English Ability Form 대체 가능),"교환학생 기숙사 보장, 아파트형 기숙사 배정 · 시러큐스보다 한적한 자연 속 캠퍼스 · 겨울 스포츠·아웃도어 활동 활발 · 북미 원주민 문화 체험 가능",GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.clarkson.edu/international-center/international-students-and-scholars/inbound-exchange,cbailey@clarkson.edu
UNITED STATES,North Park University,모든 전공,교환학생 수용하는 모든 학과,2.75/4.0,2학기 이상,12 US credits,17 US credits,준도시 — 시카고 도심까지 지하철 약 15분,영어,TOEFL iBT 71점 이상 또는 IELTS 6.0점 이상 또는 Duolingo 105점 이상,"교내 기숙사 신청 가능 (F1 비자 학생 대상, $250 보증금) · 시카고 도심 접근성 좋은 교통 인프라 · 미식·카페 문화 체험 가능한 대도시",GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,www.northpark.edu/international,medrake@northpark.edu
UNITED STATES,Washington State University,경영대학,교환학생 수용하는 모든 학과,3.0/4.0,2학기 이상,12 US credits,18 US credits,"준도시 — 소도시·마을(풀먼) 소재, 스포캔에서 버스 약 2시간",영어,IELTS 6.5점 이상 또는 TOEFL iBT 4점 이상 (2026년 신척도 1~6) 또는 Duolingo 105점 이상,"기숙사 보장·조기신청 권장, 아파트 신청 가능 · 기숙사 계약 1개월 전 해지 가능, 식사 플랜 권장 · 미국 서북부 자연 경관과 어우러진 고즈넉한 캠퍼스 · 스포캔·시애틀 접근성 좋은 소도시 생활",GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://ip.wsu.edu/education-abroad/program-types/inbound-exchange/,ip.exchange@wsu.edu
UNITED STATES,University of Texas at Dallas,모든 전공,교환학생 수용하는 모든 학과,3.0/4.0,2학기 이상,12 US credits,18 US credits (권장 15),준도시 — 소도시 리처드슨 시내 (댈러스에서 버스/기차 약 30분),영어,TOEFL iBT 80점 이상 또는 IELTS 6.5점 이상 또는 Duolingo English Test 105점 이상 또는 PTE Academic 67점 이상,댈러스 근교 첨단 산업단지 접근성 우수 · 현대적 캠퍼스·첨단 연구 시설 보유 · 텍사스주 내 비교적 안전한 소도시 환경,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://ie.utdallas.edu/go-abroad/incoming-exchange/,oie@utdallas.edu
UNITED STATES,University of Massachusetts Boston,모든 전공,"학부/대학원 모든 학과 개방(경영/경제/수학/커뮤니케이션 등), 단 간호대·ESL·인턴십·캡스톤 과정 제외",2.5/4.0,2학기 이상,12 US credits (학부) / 9 (대학원),17 US credits (학부) / 12 (대학원),준도시 — 보스턴 도심까지 버스 약 15분,영어,TOEFL iBT 4점 이상 (2026-01-21 이후) 또는 TOEFL iBT 79점 이상 (2026-01-21 이전) 또는 IELTS 6.0점 이상 또는 Duolingo 105점 이상,교내 기숙사 미보장·조기신청 필요 · 필수 보험·교통비·기숙사 신청비 발생 · 보스턴 도심 접근성 좋은 해안가 캠퍼스 · 다양한 문화·예술 행사 활발한 도시,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:웹 · 위치:AI추정,https://www.umb.edu/academics/global-programs/international-exchange-students/,studyabroad@umb.edu
UNITED STATES,University of Illinois Springfield,모든 전공,교환학생 수용하는 모든 학과,2.75/4.0,1~2학기 이상,12 US credits,18 US credits,준도시 — 소도시 스프링필드 시내 (시카고에서 버스+기차 약 2시간 30분),영어,TOEFL iBT 80점 이상,교내 기숙사 필수 · 미국 정치 역사 중심지 링컨 홈·박물관 인접 · 소도시라 생활비·물가 전국 평균보다 저렴 · 시카고 접근성 좋은 조용한 대학 도시,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.uis.edu/study-away/exchange-students,blute2@uis.edu; sap@uis.edu
UNITED STATES,University of Houston,모든 전공,대부분 학부 개방(특정 단과대학 제한 있음),2.5/4.0,2학기 이상,12 US credits (24 ECTS),18 US credits (36 ECTS),준도시 — 휴스턴 도심까지 버스 약 15분,영어,TOEFL iBT 79점 이상 또는 IELTS 6.5점 이상 또는 Duolingo 105점 이상,휴스턴 우주센터와 NASA 연계 프로그램 · 멕시코만 인접 휴양지 접근성 우수 · 다문화 도시 음식·쇼핑 다양성,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:웹 · 위치:AI추정,https://uh.edu/learningabroad/find-a-program/exchange-programs/#incoming,acarruth@central.uh.edu
UNITED STATES,Brandeis University,모든 전공,교환학생 수용하는 모든 학과,3.0/4.0,2학기 이상,12 US credits,22 US credits,"준도시 — 소도시·마을(월섬) 소재, 보스턴에서 기차 약 20분",영어,TOEFL iBT 90점 이상 또는 IELTS 6.5점 이상,기숙사 보장 · 보스턴 근교 접근성 좋은 문화·교육 도시 · 한적하고 안전한 소도시 분위기 · 미국 동부 명문대 간 교류 활발,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.brandeis.edu/abroad/study-at-brandeis/incoming-exchange/index.html,arikramer@brandeis.edu
UNITED STATES,Boise State University,모든 전공,교환학생 수용하는 모든 학과,담당자 이메일 문의,담당자 이메일 문의,12 US credits,15 US credits (초과 시 추가 비용),도시 — 보이시 도심에 위치,영어,TOEFL iBT 68점 이상 또는 IELTS 6.0점 이상 또는 Duolingo 100점 이상 또는 PTE Academic 50점 이상,미국 서부 산악 지형과 현대적 캠퍼스 조화 · 인근 보이시 강·산악 액티비티 접근성 우수 · 미국 내 저렴한 생활비·치안 좋은 소도시,GPA:이메일문의 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,On fact sheet,internationalinfo@boisestate.edu
UNITED STATES,Arizona State University,경영대학,교환학생 수용하는 모든 학과 개방,제한 없음/명시 없음,홈교 기준,12 US credits (학부) / 9 (대학원),18 US credits,준도시 — 소도시 템피 시내 (피닉스 도심에서 버스 약 45분),영어,TOEFL iBT 79점 이상 또는 IELTS 6.5점 이상 또는 PTE 58점 이상 또는 Duolingo 105점 이상,교내 기숙사 미보장·조기신청 필요 · 미국 남서부 최대 도시권 접근성·다양한 문화 체험 · 사막 기후 속 현대적 캠퍼스·야외 활동 인프라 우수,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://goglobal.asu.edu/international/application,ASUExchangeStudent@asu.edu
UNITED STATES,University of Wyoming,모든 전공,교환학생 수용하는 모든 학과,2.75/4.0 (공학 3.0/4.0),2학기 이상,12 US credits,18 US credits,준도시 — 소도시 라라미 시내 (덴버에서 버스/기차 약 2시간),영어,TOEFL iBT 71점 이상 또는 IELTS 6.0점 이상 또는 CET-4/6 (중국어권 지원자용),기숙사 입주 가능 · 로키 산맥 근접 자연 탐험·아웃도어 활동 천국 · 소도시 여유로운 분위기·현지 문화 체험 적합,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.uwyo.edu/uwyoabroad/incoming-students/incoming-exchange-and-study-abroad-students/index.html,salt@uwyo.edu
UNITED STATES,University of South Florida,모든 전공,교환학생 수용하는 모든 학과,2.5/4.0,명시 없음 (권장 2~3학기),12 US credits,15 US credits,준도시 — 탬파 도심까지 버스 약 15분,영어,TOEFL iBT 79점 이상 또는 IELTS 6.5점 이상 또는 Duolingo 110점 이상,멕시코만 접한 휴양지 접근성 우수 · 대도시 인프라 활용한 인턴십 기회,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.usf.edu/world/education-abroad/applying-going/incoming-exchange.aspx,ea-exchanges@usf.edu
UNITED STATES,Indiana University,경영대학,교환학생 수용하는 모든 학과,3.0/4.0,4학기 이상,12 US credits,18 US credits,준도시 — 소도시 블루밍턴 시내 (인디애나폴리스에서 버스 약 2시간),영어,TOEFL iBT 79점 이상 또는 IELTS 6.5점 이상 또는 Duolingo 115점 이상,기숙사 신청 가능·교내 외 숙소 광고 포털 제공 · 켈리 경영대학 명성·실무 중심 교육 · 인디애나폴리스 접근성·자연 경관 조화 · 소도시 분위기 속 캠퍼스 중심 생활,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://kelley.iu.edu/undergraduate/academics/study-abroad/international-exchange-students.html,ksbexch@iu.edu
UNITED STATES,University of North Carolina at Greensboro,모든 전공,교환학생 수용하는 모든 학과,2.7/4.0,2학기 이상,12 US credits,15 US credits,준도시 — 소도시 그린즈버러 시내 (샬럿에서 버스/기차 약 90분),영어,TOEFL iBT 79점 이상 또는 IELTS 6.0점 이상 (undergraduate) 또는 IELTS 6.5점 이상 (graduate) 또는 Duolingo 110점 이상,샬럿 접근성 좋은 소도시 생활 · 남부 미국 전통 문화 체험 가능,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,global.uncg.edu,dmbrown2@uncg.edu
UNITED STATES,State University of New York at Buffalo,모든 전공,교환학생 수용하는 모든 학과(일부 학과 제한 있음),3.0/4.0,2학기 이상,12 US credits,19 US credits (학부) / 16 (대학원),준도시 — 버펄로 도심까지 버스 약 15분,영어,TOEFL iBT 70점 이상 또는 IELTS 6.0점 이상,교환학생 기숙사 보장·조기신청 필요 · 뉴욕주 제2의 도시 접근성·다양한 문화생활 · 나이아가라 폭포 근접·주말 여행 명소,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.buffalo.edu/educationabroad/incomingexchangeandvisitingstudents.html,keo@buffalo.edu
UNITED STATES,The Pennsylvania State University,모든 전공,교환학생 수용하는 모든 학과,3.0/4.0,4학기 이상,12 US credits,19 US credits (연간 30),준도시 — 소도시 스테이트 칼리지 시내 (필라델피아에서 버스+기차 약 2시간),영어,TOEFL iBT 80점 이상 (신척도 4.5) 또는 IELTS 6.5점 이상 또는 Duolingo 120점 이상,교내 기숙사 및 식사 제공 · 기숙사 거주 시 예방접종 필수 · 미국 최대 규모 공립대 중 하나로 다양한 전공 선택 가능 · 필라델피아·뉴욕 접근성 좋은 교통 요충지,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://global.psu.edu/landing/incoming-exchange-students,eaexchanges@psu.edu
UNITED STATES,University of Wisconsin-Milwaukee,모든 전공,교환학생 수용하는 모든 학과,3.0/4.0,2학기 이상,12 US credits,18 US credits,도시 — 밀워키 도심에 위치,영어,TOEFL iBT 79점 이상 또는 IELTS 6.5점 이상 또는 Duolingo 105점 이상 또는 PTEA 56점 이상,기숙사 미보장·조기신청 필요 · 미식·맥주 문화로 유명한 도시 · 대호 인접 휴양·레저 활동 가능,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://uwm.edu/cie/partner/exchange-partners/incoming-exchange-students/,conways@uwm.edu
UNITED STATES,Bentley University,모든 전공,교환학생 수용하는 모든 학과 개방,3.3/4.0,4학기 이상,12 US credits,18 US credits,"준도시 — 소도시·마을(월섬) 소재, 보스턴에서 버스 약 20분",영어,영어능력 증명 제출 (형식 자유),교내 기숙사 신청 가능 · 보스턴 접근성 좋은 소도시 생활 · 경영·금융 특화 커리큘럼 강점,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.bentley.edu/offices/international-education/exchange-program,cdeichmann@bentley.edu
UNITED STATES,Michigan State University,경영대학,교환학생 수용하는 모든 학과,2.0/4.0,명시 없음,24 US credits,30 US credits,준도시 — 소도시 이스트랜싱 시내 (디트로이트에서 버스+기차 약 3시간),영어,TOEFL iBT 79점 이상 (2026년 1월 21일 이전) 또는 TOEFL iBT 4점 이상 (2026년 1월 21일 이후) 또는 IELTS 6.5점 이상 또는 Duolingo 110점 이상,미국 중서부 최대 규모 캠퍼스·다양한 시설 · 디트로이트·시카고 접근성 좋은 교통 허브 · 계절별 축제·스포츠 문화 활발한 대학 도시,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://americansemester.isp.msu.edu/,msuex@msu.edu
UNITED STATES,"University of California, Santa Cruz",모든 전공,교환학생 수용하는 모든 학과,2.4/4.0,2학기 이상,12 US credits/쿼터,19 US credits/쿼터,준도시 — 소도시 산타크루즈 시내 (샌프란시스코에서 버스/기차 약 45분),영어,TOEFL iBT 80점 이상 또는 IELTS 6.5점 이상 또는 Duolingo 115점 이상,기숙사 조기 신청 필요 · 바다와 인접한 자연 경관이 아름다운 휴양지 · 샌프란시스코 접근성 좋은 소도시 생활,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://issp.ucsc.edu/students/exchange/,istudent@ucsc.edu
UNITED STATES,The University of Texas at Austin,모든 전공,교환학생 수용하는 모든 학과,"명시 없음 (Good standing, 프로그램별 상이)",2학기 이상,12 US credits,17 US credits,준도시 — 오스틴 도심까지 버스 약 15분,영어,TOEFL iBT 79점 이상 또는 IELTS 6.5점 이상,미식과 라이브 음악으로 유명한 활기찬 도시 · 텍사스 주의회 의사당 등 역사적 건축물 다수 · 대도시 인프라 속 자연 공원 접근성 우수,GPA:웹 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://global.utexas.edu/isss/advising-services/student-exchange-program,inbound-exchange@austin.utexas.edu
UNITED STATES,San Jose State University,모든 전공,교환학생 수용하는 모든 학과,2.75/4.0,1학기 이상,12 US credits,16 US credits,도시 — 새너제이 도심에 위치,영어,"TOEFL iBT 61점 이상 또는 IELTS 6.0점 이상 또는 PTE 44점 이상 또는 Duolingo 95점 이상 (Engineering: TOEFL iBT 80+, IELTS 6.5+, PTE 53+)",실리콘밸리 중심지로 IT 기업 인턴십 기회 풍부 · 다양한 문화·음식점 밀집한 글로벌 도시,GPA:웹 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.sjsu.edu/isss/scholars/exchange/,suzanne.pendergrass@sjsu.edu
UNITED STATES,College of Charleston,경영대학,교환학생 수용하는 모든 학과,2.75/4.0,2학기 이상,12 US credits (24 ECTS),15 US credits (30 ECTS),준도시 — 소도시 찰스턴 시내 (샬럿에서 버스 및 기차 환승 약 2시간),영어,TOEFL iBT 80점 이상 또는 iTEP 3.8점 이상 또는 IELTS 6.5점 이상 또는 Duolingo 105점 이상,남부의 역사적 건축물·아름다운 해안가 캠퍼스 · 미식·카페 문화 발달한 관광 도시 분위기 · 물가 저렴해 생활비 부담 적은 편,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://charleston.edu/international/international-students/incoming-exchange-students.php,intlstudents@cofc.edu
UNITED STATES,University of North Carolina at Chapel Hill,문헌정보학과,Any major within the College of Arts and Sciences,2.8/4.0,1학기 이상,12 US credits (학부),18 US credits,준도시 — 소도시 채플힐 시내 (롤리에서 버스 약 20분),영어,TOEFL 85점 이상 또는 IELTS 6점 이상 또는 Duolingo 130점 이상,롤리-더럼 연구단지 인접해 첨단 산업 인턴십 기회 · 남부 특유의 고풍스러운 대학가 분위기,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://studyabroad.unc.edu/incoming-exchange/program-overview/,incoming_exchange@unc.edu
